name,terminology,code,term
hypertension_drugs,DMD,318605000,Product containing precisely bisoprolol fumarate 2.5 milligram/1 each conventional release oral tablet (clinical drug)
hypertension_drugs,DMD,319184008,Diltiazem hydrochloride 180mg m/r capsule (product)
hypertension_drugs,DMD,7333511000001106,Amlodipine 10mg tablets (Approved Prescription Services) (product)
hypertension_drugs,DMD,318886000,Product containing precisely quinapril (as quinapril hydrochloride) 10 milligram/1 each conventional release oral tablet (clinical drug)
hypertension_drugs,DMD,864811000001100,Celectol 200mg tablets (Pantheon Healthcare Ltd) (product)
hypertension_drugs,DMD,11661311000001103,Amiloride 2.5mg/5ml oral solution (Special Order) (product)
hypertension_drugs,DMD,12087711000001103,Furosemide 40mg/5ml oral solution (product)
hypertension_drugs,DMD,12511611000001103,Hydrochlorothiazide 7mg/5ml oral suspension (Special Order) (product)
hypertension_drugs,DMD,13021111000001107,Phenoxybenzamine 10mg/5ml oral solution (Special Order) (product)
hypertension_drugs,DMD,13385111000001103,Spironolactone 75mg/5ml oral solution (product)
hypertension_drugs,DMD,14193911000001107,Aprovel 75mg tablets (Sigma Pharmaceuticals Plc) (product)
hypertension_drugs,DMD,14312711000001106,Candesartan 16mg tablets (PI) (Sigma Pharmaceuticals Plc) (product)
hypertension_drugs,DMD,17911611000001109,Furosemide 40mg tablets (Phoenix Healthcare Distribution Ltd) (product)
hypertension_drugs,DMD,20102611000001105,Losartan 100mg / Hydrochlorothiazide 25mg tablets (Ranbaxy (UK) Ltd) (product)
hypertension_drugs,DMD,21870411000001104,Propranolol 10mg/5ml oral solution sugar free (Cubic Pharmaceuticals Ltd) (product)
hypertension_drugs,DMD,23857811000001106,Co-tenidone 50mg/12.5mg tablets (Doncaster Pharmaceuticals Ltd) (product)
hypertension_drugs,DMD,24368811000001101,Lisinopril 5mg tablets (DE Pharmaceuticals) (product)
hypertension_drugs,DMD,34970211000001102,Olmesartan medoxomil 20mg tablets (Accord Healthcare Ltd) (product)
hypertension_drugs,DMD,483911000001101,Emcor LS 5mg tablets (Merck Pharmaceuticals) (product)
hypertension_drugs,DMD,7392211000001108,Quinapril 10mg tablets (Generics (UK) Ltd) (product)
hypertension_drugs,DMD,37271211000001102,Valsartan 40mg capsules (Mawdsley-Brooks & Company Ltd) (product)
hypertension_drugs,DMD,37726411000001100,Nebivolol 2.5mg tablets (Pilsco Ltd) (product)
